tag,model_name,model_id,modelVersion_name,modelVersion_id,modelVersion_url,modelVersion_trainedWords,model_download_count,baseModel
realistic,Lora Lover (Realistic),91478,v1.0,97490,https://civitai.com/api/download/models/97490,[''],489,SD 1.5
lora,Lora Lover (Realistic),91478,v1.0,97490,https://civitai.com/api/download/models/97490,[''],489,SD 1.5
borderlands,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
female,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
borderlands 3,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
cel shaded,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
style,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
video game,Borderlands 3 Character Diffusion (with female only variant),2069,Borderlands-3-Character-Diffusion-v1,2216,https://civitai.com/api/download/models/2216,"['stbtc,stbcf']",281,SD 1.5
anime,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
photorealistic,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
sexy,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
concept,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
woman,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
game character,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
girls,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
portraits,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
video game,AmB3R,57209,v1.0,61620,https://civitai.com/api/download/models/61620,[''],364,SD 1.5
anime,Macchiato pastel mix,90765,v1.0,96706,https://civitai.com/api/download/models/96706,[''],591,SD 1.5
base model,Macchiato pastel mix,90765,v1.0,96706,https://civitai.com/api/download/models/96706,[''],591,SD 1.5
skinny,Macchiato pastel mix,90765,v1.0,96706,https://civitai.com/api/download/models/96706,[''],591,SD 1.5
pastel,Macchiato pastel mix,90765,v1.0,96706,https://civitai.com/api/download/models/96706,[''],591,SD 1.5
statue,djz Divine Statue V21,3698,0,4083,https://civitai.com/api/download/models/4083,['DivineStatue'],238,SD 2.1 768
consistent character,djz Divine Statue V21,3698,0,4083,https://civitai.com/api/download/models/4083,['DivineStatue'],238,SD 2.1 768
divine,djz Divine Statue V21,3698,0,4083,https://civitai.com/api/download/models/4083,['DivineStatue'],238,SD 2.1 768
style,djz Divine Statue V21,3698,0,4083,https://civitai.com/api/download/models/4083,['DivineStatue'],238,SD 2.1 768
3d,MonkRen 3d Cartoon,73731,v1.0,78441,https://civitai.com/api/download/models/78441,[''],398,SD 1.5
base model,MonkRen 3d Cartoon,73731,v1.0,78441,https://civitai.com/api/download/models/78441,[''],398,SD 1.5
monkren,MonkRen 3d Cartoon,73731,v1.0,78441,https://civitai.com/api/download/models/78441,[''],398,SD 1.5
anime,mochizuki kei Model,4459,mochizukikei-v1-15k,5046,https://civitai.com/api/download/models/5046,['by mochizuki kei'],222,SD 1.5
anime,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
female,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
colorful,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
base model,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
illustration,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
gradient,PocketNoise,82466,Beta,97059,https://civitai.com/api/download/models/97059,[''],521,SD 1.5
anime,Noilla,24074,v3.0,44428,https://civitai.com/api/download/models/44428,[''],249,SD 1.5
colorful,Noilla,24074,v3.0,44428,https://civitai.com/api/download/models/44428,[''],249,SD 1.5
vivid,Noilla,24074,v3.0,44428,https://civitai.com/api/download/models/44428,[''],249,SD 1.5
anime,JOEY,88169,v1.0,93830,https://civitai.com/api/download/models/93830,[''],285,SD 1.5
sexy,JOEY,88169,v1.0,93830,https://civitai.com/api/download/models/93830,[''],285,SD 1.5
style,JOEY,88169,v1.0,93830,https://civitai.com/api/download/models/93830,[''],285,SD 1.5
anime,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
landscape,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
semi-realism,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
ct,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
ct_v1,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
ctv1,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
ctm,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
ct-m,CT,76497,CTM,96097,https://civitai.com/api/download/models/96097,[''],612,SD 1.5
abstract,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
surrealism,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
weird,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
game art,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
sci-fi,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
style,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
food,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
woman,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
game character,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
realistic,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
video game,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
semi-realism,🌈🧬🍭🍄👁️ Agartha 👁️🍄🍭🧬🌈(ChadStyle),69808,v1.0,74470,https://civitai.com/api/download/models/74470,"['GOOSEBUMPS ART BY TIM JACOBUS,RAINBOWPATCH,FOOD_CRIT,TK-CHAR,TK-ENV,LIQUID SPLASH,PAPERCUT,PORCELAIN DOLL,artificial-journey style,SURREALISM,COLORFULSURREALISMAI,CARBON,DUOCHROME,HOLOGRAPHIC, in OliDisco style,FLAT COLOR,FLAT ILLUSTRATION,VECTORSTYLE,MECHA']",588,SD 1.5
anime,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
landscapes,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
abstract,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
base model,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
stylized,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
illustration,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
characters,Stoked Illustration,81959,v1.1,96764,https://civitai.com/api/download/models/96764,[''],619,SD 1.5
style,extra anime,91076,v1.0,97070,https://civitai.com/api/download/models/97070,[''],547,SD 1.5
photorealistic,chillyMixBase,75706,chillymixbase V1-NED,96882,https://civitai.com/api/download/models/96882,[''],521,SD 1.5
base model,chillyMixBase,75706,chillymixbase V1-NED,96882,https://civitai.com/api/download/models/96882,[''],521,SD 1.5
realistic,chillyMixBase,75706,chillymixbase V1-NED,96882,https://civitai.com/api/download/models/96882,[''],521,SD 1.5
character,MDRealisticV1.0,68946,MDRealisticV1.2,97526,https://civitai.com/api/download/models/97526,[''],675,SD 1.5
photorealistic,MDRealisticV1.0,68946,MDRealisticV1.2,97526,https://civitai.com/api/download/models/97526,[''],675,SD 1.5
female,MDRealisticV1.0,68946,MDRealisticV1.2,97526,https://civitai.com/api/download/models/97526,[''],675,SD 1.5
woman,MDRealisticV1.0,68946,MDRealisticV1.2,97526,https://civitai.com/api/download/models/97526,[''],675,SD 1.5
game character,MDRealisticV1.0,68946,MDRealisticV1.2,97526,https://civitai.com/api/download/models/97526,[''],675,SD 1.5
anime,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
character,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
photorealistic,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
sexy,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
female,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
woman,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
girls,BBMIX-JUDE,91213,v1.0,97212,https://civitai.com/api/download/models/97212,"['masterpiece,best quality']",588,SD 1.5
scifi,BrickAndMortarMix,83867,v2.0,97124,https://civitai.com/api/download/models/97124,[''],1225,SD 1.5
fantasy,BrickAndMortarMix,83867,v2.0,97124,https://civitai.com/api/download/models/97124,[''],1225,SD 1.5
line,BrickAndMortarMix,83867,v2.0,97124,https://civitai.com/api/download/models/97124,[''],1225,SD 1.5
characters,BrickAndMortarMix,83867,v2.0,97124,https://civitai.com/api/download/models/97124,[''],1225,SD 1.5
anime,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
person,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
female,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
art,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
style,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
art style,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
woman,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
game character,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
portraits,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
video game,pixel XL,90507,v1.0,96488,https://civitai.com/api/download/models/96488,['pixel art'],958,SD 1.5
anime,tangbohu 2D mix,43747,06178,97547,https://civitai.com/api/download/models/97547,[''],1090,SD 1.5
style,tangbohu 2D mix,43747,06178,97547,https://civitai.com/api/download/models/97547,[''],1090,SD 1.5
anime,23511-1546-幻色石,63279,23616-1115-test,97006,https://civitai.com/api/download/models/97006,[''],1104,SD 1.5
style,23511-1546-幻色石,63279,23616-1115-test,97006,https://civitai.com/api/download/models/97006,[''],1104,SD 1.5
comic,23511-1546-幻色石,63279,23616-1115-test,97006,https://civitai.com/api/download/models/97006,[''],1104,SD 1.5
anime,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
character,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
sexy,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
girls,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
characters,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
hello,hellopure,88202,hellopure_v2.16,96270,https://civitai.com/api/download/models/96270,[''],1117,SD 1.5
photorealistic,blue_pencil_realistic,88941,v0.5,97200,https://civitai.com/api/download/models/97200,[''],1370,SD 1.5
female,blue_pencil_realistic,88941,v0.5,97200,https://civitai.com/api/download/models/97200,[''],1370,SD 1.5
base model,blue_pencil_realistic,88941,v0.5,97200,https://civitai.com/api/download/models/97200,[''],1370,SD 1.5
realistic,blue_pencil_realistic,88941,v0.5,97200,https://civitai.com/api/download/models/97200,[''],1370,SD 1.5
anime,小插画-little illustration,15250,23615-1435,96373,https://civitai.com/api/download/models/96373,[''],1410,SD 1.5
art style,小插画-little illustration,15250,23615-1435,96373,https://civitai.com/api/download/models/96373,[''],1410,SD 1.5
illustration,小插画-little illustration,15250,23615-1435,96373,https://civitai.com/api/download/models/96373,[''],1410,SD 1.5
anime,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
base model,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
woman,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
illustration,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
cute,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
girls,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
2.5d,ANC-Mix,59331,v3.0,97532,https://civitai.com/api/download/models/97532,[''],1032,SD 1.5
3d,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
person,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
photorealistic,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
mix,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
base model,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
model,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
photo,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
woman,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
realistic,mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
"girl,",mutsuki_mix,45614,v2,96258,https://civitai.com/api/download/models/96258,[''],2141,SD 1.5
anime,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
style,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
art style,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
illustration,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
artstyle,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
girls,咸鱼大涂抹-The old fish Spread,14462,23615-1417,96386,https://civitai.com/api/download/models/96386,[''],1807,SD 1.5
base model,Am I Perfection,86350,V2.0,96775,https://civitai.com/api/download/models/96775,[''],1604,SD 1.5
anime,Epic Mix - V2,32127,1.5,96458,https://civitai.com/api/download/models/96458,[''],1453,SD 1.5
pastel,Epic Mix - V2,32127,1.5,96458,https://civitai.com/api/download/models/96458,[''],1453,SD 1.5
style,Epic Mix - V2,32127,1.5,96458,https://civitai.com/api/download/models/96458,[''],1453,SD 1.5
paint,Epic Mix - V2,32127,1.5,96458,https://civitai.com/api/download/models/96458,[''],1453,SD 1.5
woman,Epic Mix - V2,32127,1.5,96458,https://civitai.com/api/download/models/96458,[''],1453,SD 1.5
base model,T-anime-v3 (pruned),69552,v3.0,97399,https://civitai.com/api/download/models/97399,[''],2317,SD 1.5
photorealistic,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
sexy,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
base model,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
girls,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
realistic,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
european girl,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
nsfw,Kawaii Realistic European Mix,90694,v0.1,96638,https://civitai.com/api/download/models/96638,[''],2268,SD 1.5
creatures,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
base model,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
flexible,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
fantasy,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
realistic,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
creativity,ChimeraMix,24728,v4,97393,https://civitai.com/api/download/models/97393,[''],2933,SD 1.5
portaits,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
sexy,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
female,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
western art,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
scifi,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
fantasy art,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
style,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
art style,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
woman,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
digital illustration,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
fantasy,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
girls,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
comic,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
nsfw,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
ilustation,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
comics style,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
western anime,OccidentalMix,63920,v2.0,97123,https://civitai.com/api/download/models/97123,[''],3853,SD 1.5
photorealistic,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
base model,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
woman,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
girls,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
japanese,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
realistic,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
character，,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
checkpoint,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
basemodel,yayoi_mix,83096,v1.31,96244,https://civitai.com/api/download/models/96244,[''],3682,SD 1.5
anime,IdentityCrisis,89075,EroDemonMix_0.3ws,96319,https://civitai.com/api/download/models/96319,"['anthro,monster girl,colored skin,furry']",2537,SD 1.5
concept,IdentityCrisis,89075,EroDemonMix_0.3ws,96319,https://civitai.com/api/download/models/96319,"['anthro,monster girl,colored skin,furry']",2537,SD 1.5
monster girl,IdentityCrisis,89075,EroDemonMix_0.3ws,96319,https://civitai.com/api/download/models/96319,"['anthro,monster girl,colored skin,furry']",2537,SD 1.5
anime,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
sexy,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
manga,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
base model,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
pastel,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
{vivid colors},Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
woman,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
2d,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
game character,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
video game,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
vivid colors,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
2.5d,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
1girl,Epic Mix - V4,27096,Ani-V2,96454,https://civitai.com/api/download/models/96454,[''],5410,SD 1.5
